date,restaurant_id,weather,temperature,promotion_active,orders,delivery_orders,dine_in_orders,avg_order_value,revenue,staff_hours,labor_cost,productivity_per_hour,personnel_cost_ratio
2024-07-18,R0004,sunny,16.8,0,332,151,181,12.64,4195.1,54.05,812.85,77.61,0.1938
2024-07-18,R0047,sunny,22.1,0,222,38,184,15.57,3457.58,53.95,894.93,64.08,0.2588
2024-07-18,R0021,rainy,21.1,0,229,35,194,9.51,2178.8,28.75,450.82,75.78,0.2069
2024-07-18,R0056,sunny,26.0,0,231,53,178,12.26,2831.95,38.17,491.17,74.19,0.1734
2024-07-18,R0005,cloudy,14.0,0,194,10,184,12.52,2429.8,26.85,451.88,90.5,0.186
2024-07-18,R0039,rainy,25.1,1,346,104,242,9.72,3362.38,39.15,609.83,85.88,0.1814
2024-07-18,R0003,cloudy,26.4,0,310,58,252,15.68,4860.83,57.72,770.62,84.22,0.1585
2024-07-18,R0016,cloudy,21.7,0,164,35,129,14.03,2301.3,27.19,389.54,84.64,0.1693
2024-07-18,R0020,rainy,31.3,1,197,46,151,11.56,2277.38,41.41,728.79,55.0,0.32
2024-07-18,R0007,cloudy,19.8,0,307,64,243,14.54,4463.7,66.03,884.77,67.6,0.1982
2024-07-18,R0027,sunny,22.9,0,235,94,141,13.31,3127.95,32.89,498.14,95.12,0.1593
2024-07-18,R0017,sunny,25.0,0,255,45,210,12.68,3233.65,35.51,512.88,91.05,0.1586
2024-07-18,R0045,sunny,24.1,0,142,30,112,18.55,2633.55,46.19,567.33,57.01,0.2154
2024-07-18,R0029,cloudy,16.9,0,284,76,208,13.1,3720.53,50.01,898.05,74.39,0.2414
2024-07-18,R0038,cloudy,24.2,0,105,24,81,10.47,1099.04,22.02,294.88,49.91,0.2683
2024-07-18,R0025,sunny,21.5,0,234,75,159,10.62,2486.09,26.0,423.34,95.63,0.1703
2024-07-18,R0037,sunny,18.1,1,298,84,214,16.89,5033.89,56.89,1081.98,88.48,0.2149
2024-07-18,R0030,cloudy,25.9,0,184,32,152,12.4,2281.91,36.3,755.72,62.87,0.3312
2024-07-18,R0036,sunny,11.5,0,313,89,224,11.39,3566.57,38.8,514.59,91.93,0.1443
2024-07-18,R0008,sunny,22.7,0,253,79,174,15.53,3929.69,49.46,684.28,79.46,0.1741
2024-07-18,R0009,sunny,29.1,0,314,90,224,16.15,5070.26,61.38,1055.57,82.6,0.2082
2024-07-18,R0051,rainy,22.8,0,140,39,101,10.15,1421.25,16.42,303.38,86.56,0.2135
2024-07-18,R0035,sunny,16.7,1,186,80,106,20.19,3754.69,47.14,933.84,79.65,0.2487
2024-07-18,R0018,rainy,23.7,0,137,24,113,9.43,1292.52,12.0,156.08,107.71,0.1208
2024-07-18,R0040,cloudy,28.8,1,350,57,293,15.26,5341.86,52.89,996.57,101.01,0.1866
2024-07-18,R0011,sunny,18.5,0,472,137,335,12.41,5857.38,103.57,1855.98,56.56,0.3169
2024-07-18,R0019,sunny,12.2,0,324,70,254,10.73,3476.3,52.03,902.46,66.81,0.2596
2024-07-18,R0058,cloudy,24.2,0,283,78,205,9.59,2714.36,33.43,523.69,81.2,0.1929
2024-07-18,R0013,sunny,9.8,0,207,52,155,13.47,2787.72,40.78,502.08,68.35,0.1801
2024-07-18,R0052,sunny,19.9,0,138,6,132,15.4,2125.02,28.75,478.29,73.91,0.2251
2024-07-18,R0053,sunny,16.0,0,202,82,120,11.74,2370.81,29.61,451.36,80.06,0.1904
2024-07-18,R0028,cloudy,23.5,0,302,56,246,10.59,3197.04,42.41,508.92,75.38,0.1592
2024-07-18,R0002,sunny,20.6,0,305,66,239,13.22,4031.69,38.12,509.57,105.76,0.1264
2024-07-18,R0031,cloudy,16.3,0,273,48,225,13.81,3769.51,48.12,727.02,78.33,0.1929
2024-07-18,R0059,sunny,20.8,0,338,73,265,12.17,4114.0,43.16,795.44,95.31,0.1933
2024-07-18,R0048,sunny,19.3,0,137,33,104,12.61,1727.26,20.92,310.31,82.57,0.1797
2024-07-19,R0020,sunny,18.3,0,188,43,145,10.41,1957.71,31.64,556.84,61.88,0.2844
2024-07-19,R0035,sunny,23.1,0,123,17,106,17.24,2120.85,27.85,551.68,76.15,0.2601
2024-07-19,R0057,sunny,30.2,0,399,96,303,17.75,7080.54,61.37,1018.64,115.37,0.1439
2024-07-19,R0046,sunny,23.0,0,487,170,317,9.7,4722.89,58.87,858.34,80.22,0.1817
2024-07-19,R0003,cloudy,20.7,0,399,70,329,14.73,5875.76,67.04,895.11,87.64,0.1523
2024-07-19,R0036,cloudy,19.9,0,435,98,337,10.38,4516.83,72.0,954.95,62.73,0.2114
2024-07-19,R0009,sunny,24.3,0,366,131,235,14.55,5327.12,56.48,971.36,94.31,0.1823
2024-07-19,R0038,sunny,22.5,0,163,58,105,16.3,2656.19,49.49,662.78,53.67,0.2495
2024-07-19,R0002,cloudy,25.0,0,277,83,194,14.45,4003.77,40.85,546.01,98.02,0.1364
2024-07-19,R0052,cloudy,24.2,0,149,34,115,15.77,2350.17,31.24,519.69,75.23,0.2211
2024-07-19,R0051,sunny,20.2,0,198,57,141,9.44,1868.79,18.11,334.55,103.22,0.179
2024-07-19,R0058,cloudy,17.1,0,441,111,330,11.38,5019.11,65.9,1032.34,76.17,0.2057
2024-07-19,R0056,sunny,19.0,0,291,20,271,14.19,4128.03,52.31,673.15,78.91,0.1631
2024-07-19,R0041,rainy,17.1,0,287,73,214,12.3,3529.15,42.11,538.5,83.82,0.1526
2024-07-19,R0012,cloudy,16.9,0,270,49,221,14.79,3994.64,33.84,584.72,118.04,0.1464
2024-07-19,R0030,sunny,22.4,0,252,53,199,12.65,3187.1,33.33,694.03,95.61,0.2178
2024-07-19,R0047,rainy,21.5,0,220,64,156,15.99,3517.35,41.46,687.77,84.83,0.1955
2024-07-19,R0001,cloudy,23.5,0,365,77,288,15.9,5803.57,90.73,1088.74,63.97,0.1876
2024-07-19,R0026,rainy,18.4,0,331,47,284,15.54,5144.19,90.42,1177.79,56.89,0.229
2024-07-19,R0023,rainy,23.9,0,314,70,244,17.73,5565.98,52.94,867.88,105.13,0.1559
2024-07-19,R0007,cloudy,31.3,1,431,98,333,14.18,6110.5,95.43,1278.7,64.03,0.2093
2024-07-19,R0029,sunny,26.3,0,484,127,357,11.48,5553.99,84.85,1523.59,65.46,0.2743
2024-07-19,R0022,sunny,25.0,0,228,51,177,15.19,3462.68,55.41,825.66,62.49,0.2384
2024-07-19,R0021,rainy,13.2,0,251,82,169,9.99,2508.45,30.76,482.3,81.55,0.1923
2024-07-19,R0014,sunny,23.3,0,323,56,267,11.28,3644.25,46.57,802.16,78.26,0.2201
2024-07-19,R0018,sunny,33.8,0,191,66,125,12.57,2400.44,25.18,327.56,95.32,0.1365
2024-07-19,R0048,cloudy,16.8,1,178,63,115,12.73,2265.43,25.2,373.79,89.9,0.165
2024-07-19,R0050,cloudy,24.7,0,274,96,178,16.6,4547.18,39.71,605.81,114.52,0.1332
2024-07-19,R0040,cloudy,20.7,0,406,124,282,14.71,5971.28,89.56,1687.56,66.68,0.2826
2024-07-19,R0013,cloudy,18.9,0,305,15,290,14.05,4284.22,66.44,817.92,64.48,0.1909
2024-07-19,R0059,sunny,17.0,0,365,86,279,14.44,5272.28,51.13,942.18,103.12,0.1787
2024-07-19,R0025,cloudy,28.5,0,209,49,160,12.68,2649.82,28.09,457.47,94.32,0.1726
2024-07-19,R0053,sunny,27.5,0,317,88,229,13.85,4392.02,47.66,726.45,92.15,0.1654
2024-07-19,R0019,sunny,24.2,0,320,52,268,13.88,4440.49,50.51,876.04,87.91,0.1973
2024-07-19,R0037,sunny,23.1,0,304,76,228,13.64,4146.19,52.05,989.98,79.65,0.2388
2024-07-19,R0008,rainy,22.6,0,285,37,248,17.69,5042.97,50.45,698.01,99.96,0.1384
2024-07-19,R0045,sunny,25.3,0,190,32,158,18.66,3544.9,46.83,575.2,75.69,0.1623
2024-07-19,R0027,sunny,18.8,0,296,44,252,12.12,3586.34,36.54,553.53,98.15,0.1543
2024-07-19,R0031,rainy,30.9,0,363,73,290,14.81,5375.52,71.04,1073.3,75.67,0.1997
2024-07-19,R0016,sunny,23.1,0,188,48,140,14.96,2812.45,33.96,486.6,82.8,0.173
2024-07-19,R0039,sunny,25.9,0,360,91,269,9.95,3581.69,52.14,812.15,68.69,0.2268
2024-07-19,R0011,sunny,20.8,0,368,66,302,12.95,4766.46,80.86,1449.03,58.95,0.304
2024-07-19,R0010,sunny,18.7,0,368,101,267,9.61,3536.63,37.09,545.28,95.35,0.1542
2024-07-19,R0044,sunny,20.0,0,254,70,184,11.01,2797.34,41.04,581.75,68.17,0.208
2024-07-19,R0006,rainy,23.7,0,348,47,301,18.73,6517.98,75.2,1089.25,86.67,0.1671
2024-07-19,R0028,cloudy,16.1,0,308,74,234,12.07,3716.98,50.32,603.78,73.87,0.1624
2024-07-19,R0017,sunny,19.4,0,315,20,295,13.65,4301.1,63.54,917.62,67.69,0.2133
2024-07-19,R0060,rainy,15.4,0,361,106,255,10.14,3659.03,59.25,908.49,61.75,0.2483
2024-07-19,R0015,sunny,23.1,0,300,64,236,14.69,4407.75,50.7,701.99,86.93,0.1593
2024-07-19,R0004,sunny,12.7,0,454,146,308,12.49,5669.94,84.04,1263.84,67.46,0.2229
2024-07-19,R0042,rainy,12.1,0,412,61,351,18.97,7813.89,100.61,1344.82,77.67,0.1721
2024-07-19,R0043,cloudy,25.6,0,299,69,230,18.39,5498.94,74.7,1021.72,73.61,0.1858
2024-07-19,R0032,rainy,29.2,0,363,43,320,15.11,5486.22,79.89,993.46,68.68,0.1811
2024-07-19,R0054,sunny,22.3,0,394,73,321,7.19,2831.16,35.79,533.61,79.1,0.1885
2024-07-19,R0005,sunny,24.2,0,287,63,224,11.6,3329.31,38.44,646.96,86.61,0.1943
2024-07-19,R0034,sunny,25.2,0,259,100,159,17.87,4629.33,44.66,740.1,103.66,0.1599
2024-07-19,R0033,sunny,20.5,0,270,38,232,14.58,3936.81,37.92,614.91,103.81,0.1562
2024-07-19,R0055,sunny,18.6,0,187,21,166,13.89,2597.04,40.95,811.57,63.42,0.3125
2024-07-19,R0024,sunny,18.2,0,275,44,231,10.42,2864.55,38.19,554.7,75.01,0.1936
2024-07-19,R0049,cloudy,23.1,1,340,73,267,13.77,4680.55,54.1,886.11,86.52,0.1893
2024-07-20,R0029,sunny,25.1,0,453,129,324,13.09,5931.08,86.52,1553.62,68.55,0.2619
2024-07-20,R0054,sunny,20.4,0,513,95,418,10.15,5208.01,56.82,847.06,91.66,0.1626
2024-07-20,R0031,sunny,23.3,0,435,47,388,16.28,7080.0,79.25,1197.3,89.34,0.1691
2024-07-20,R0006,rainy,23.6,0,266,35,231,19.75,5253.88,70.54,1021.66,74.48,0.1945
2024-07-20,R0009,sunny,28.7,0,397,82,315,14.6,5794.44,57.77,993.46,100.3,0.1715
2024-07-20,R0017,rainy,21.0,0,292,77,215,15.91,4645.71,56.13,810.55,82.77,0.1745
2024-07-20,R0046,sunny,30.9,0,577,176,401,10.21,5893.47,67.27,980.79,87.61,0.1664
2024-07-20,R0050,sunny,20.1,0,350,116,234,15.99,5597.54,51.68,788.46,108.31,0.1409
2024-07-20,R0043,sunny,24.3,1,437,200,237,15.59,6814.85,81.33,1112.39,83.79,0.1632
2024-07-20,R0013,sunny,25.4,0,407,77,330,14.77,6011.17,90.14,1109.68,66.69,0.1846
2024-07-20,R0012,cloudy,26.7,0,275,67,208,13.78,3789.11,44.85,774.86,84.49,0.2045
2024-07-20,R0026,rainy,20.7,0,441,97,344,15.09,6652.69,120.83,1573.97,55.06,0.2366
2024-07-20,R0011,sunny,22.6,0,547,30,517,12.11,6623.13,98.59,1766.81,67.18,0.2668
2024-07-20,R0018,cloudy,24.2,0,197,46,151,10.08,1986.13,23.32,303.36,85.16,0.1527
2024-07-20,R0045,sunny,24.5,0,216,58,158,20.78,4489.04,71.29,875.56,62.97,0.195
2024-07-20,R0003,rainy,23.7,0,367,111,256,17.72,6502.59,76.64,1023.29,84.85,0.1574
2024-07-20,R0022,sunny,18.6,0,258,79,179,16.73,4315.5,77.59,1156.27,55.62,0.2679
2024-07-20,R0005,sunny,18.5,0,319,66,253,15.77,5029.68,56.12,944.6,89.62,0.1878
2024-07-20,R0004,cloudy,22.1,1,536,88,448,13.89,7445.93,100.96,1518.21,73.75,0.2039
2024-07-20,R0007,rainy,22.0,0,380,94,286,15.31,5818.71,80.08,1072.98,72.67,0.1844
2024-07-20,R0057,sunny,20.8,0,447,108,339,17.33,7746.29,72.42,1201.99,106.97,0.1552
2024-07-20,R0032,sunny,21.6,0,372,107,265,12.6,4685.36,64.17,797.96,73.02,0.1703
2024-07-20,R0049,cloudy,27.0,1,438,78,360,14.96,6552.6,96.55,1581.47,67.87,0.2413
2024-07-20,R0024,cloudy,34.0,0,295,77,218,11.43,3370.84,57.25,831.64,58.88,0.2467
2024-07-20,R0033,sunny,23.3,1,387,97,290,12.71,4918.57,56.63,918.28,86.85,0.1867
2024-07-20,R0010,sunny,18.4,0,318,149,169,9.08,2888.32,48.63,714.84,59.4,0.2475
2024-07-20,R0015,sunny,28.3,0,342,52,290,13.91,4756.07,77.1,1067.44,61.69,0.2244
2024-07-20,R0055,sunny,28.2,0,166,43,123,16.13,2677.73,46.05,912.63,58.15,0.3408
2024-07-20,R0034,sunny,21.8,0,340,116,224,15.85,5390.48,64.61,1070.78,83.43,0.1986
2024-07-20,R0044,sunny,23.2,0,277,44,233,11.1,3075.08,47.97,679.98,64.11,0.2211
2024-07-20,R0059,sunny,26.1,0,477,97,380,13.44,6412.11,65.62,1209.33,97.71,0.1886
2024-07-20,R0048,cloudy,23.2,0,186,75,111,13.25,2464.71,28.14,417.43,87.59,0.1694
2024-07-20,R0025,sunny,26.9,0,202,37,165,12.96,2617.72,32.03,521.53,81.73,0.1992
2024-07-20,R0040,sunny,25.7,0,415,20,395,15.87,6587.54,79.6,1499.92,82.76,0.2277
2024-07-20,R0053,cloudy,22.1,1,409,157,252,14.15,5788.66,77.79,1185.56,74.42,0.2048
2024-07-20,R0019,sunny,25.3,0,424,54,370,13.29,5633.35,75.98,1317.7,74.15,0.2339
2024-07-20,R0037,sunny,23.3,0,396,56,340,15.9,6297.0,77.52,1474.38,81.23,0.2341
2024-07-20,R0008,cloudy,20.9,0,382,83,299,14.81,5658.84,66.77,923.84,84.75,0.1633
2024-07-20,R0027,sunny,26.9,0,343,56,287,12.5,4288.55,44.65,676.43,96.04,0.1577
2024-07-20,R0016,sunny,18.6,0,182,30,152,13.0,2365.91,28.21,404.21,83.86,0.1708
2024-07-20,R0014,sunny,22.4,0,311,61,250,11.92,3707.03,49.38,850.64,75.07,0.2295
2024-07-20,R0060,sunny,14.6,0,372,31,341,10.45,3886.59,67.35,1032.6,57.71,0.2657
2024-07-20,R0042,sunny,18.3,0,674,67,607,19.71,13286.71,203.84,2724.72,65.18,0.2051
2024-07-20,R0051,sunny,25.0,1,274,69,205,9.42,2579.88,30.02,554.64,85.95,0.215
2024-07-20,R0058,sunny,29.0,1,557,115,442,15.24,8489.81,120.47,1887.28,70.47,0.2223
2024-07-20,R0056,sunny,26.2,0,290,85,205,12.76,3699.53,55.65,716.06,66.48,0.1936
2024-07-20,R0028,sunny,22.4,0,389,41,348,11.89,4625.87,65.3,783.55,70.85,0.1694
2024-07-20,R0041,sunny,19.6,0,262,58,204,14.16,3709.87,48.17,616.0,77.02,0.166
2024-07-20,R0047,sunny,24.6,0,312,64,248,17.26,5386.33,67.87,1125.8,79.36,0.209
2024-07-20,R0052,rainy,16.6,0,190,40,150,16.3,3096.13,47.71,793.68,64.9,0.2563
2024-07-20,R0001,cloudy,21.9,0,445,91,354,14.07,6262.3,90.15,1081.82,69.46,0.1728
2024-07-20,R0023,cloudy,32.0,0,293,25,268,15.07,4414.2,37.2,609.86,118.65,0.1382
2024-07-20,R0002,sunny,18.2,0,378,108,270,12.86,4859.24,60.24,805.29,80.66,0.1657
2024-07-20,R0038,sunny,18.6,0,142,36,106,12.3,1746.78,23.55,315.33,74.19,0.1805
2024-07-20,R0039,cloudy,16.6,0,360,103,257,7.54,2714.92,36.11,562.53,75.18,0.2072
2024-07-20,R0036,sunny,33.4,0,487,77,410,12.61,6140.48,72.21,957.78,85.03,0.156
2024-07-20,R0035,sunny,25.1,1,207,10,197,19.99,4138.0,67.78,1342.74,61.05,0.3245
2024-07-20,R0020,rainy,23.9,0,221,19,202,12.62,2788.2,50.04,880.67,55.72,0.3159
2024-07-20,R0021,cloudy,22.1,1,379,67,312,7.82,2962.72,44.61,699.49,66.42,0.2361
2024-07-20,R0030,cloudy,33.8,0,309,45,264,10.43,3222.85,39.25,817.16,82.12,0.2536
2024-07-21,R0036,sunny,27.9,0,407,75,332,8.93,3633.25,37.6,498.63,96.64,0.1372
2024-07-21,R0011,sunny,27.5,0,423,52,371,12.27,5188.4,87.56,1569.18,59.25,0.3024
2024-07-21,R0008,sunny,11.4,0,290,96,194,14.56,4221.4,49.15,680.04,85.89,0.1611
2024-07-21,R0007,sunny,25.6,0,382,19,363,11.27,4304.25,68.88,922.98,62.49,0.2144
2024-07-21,R0034,rainy,23.5,0,259,108,151,13.74,3558.67,31.28,518.4,113.76,0.1457
2024-07-21,R0015,sunny,26.0,1,293,51,242,15.07,4414.07,57.29,793.19,77.05,0.1797
2024-07-21,R0058,rainy,27.2,0,429,107,322,10.96,4703.58,69.37,1086.72,67.81,0.231
2024-07-21,R0059,sunny,27.5,0,377,37,340,13.58,5119.72,53.01,976.85,96.58,0.1908
2024-07-21,R0044,sunny,29.1,0,272,89,183,13.52,3676.44,52.89,749.82,69.51,0.204
2024-07-21,R0001,sunny,23.6,0,389,106,283,14.15,5502.82,79.61,955.29,69.12,0.1736
2024-07-21,R0031,cloudy,20.6,1,441,104,337,17.05,7520.72,86.21,1302.47,87.24,0.1732
2024-07-21,R0057,sunny,21.0,0,381,93,288,15.52,5913.71,55.17,915.66,107.19,0.1548
2024-07-21,R0043,sunny,27.2,0,360,134,226,14.76,5314.14,68.24,933.32,77.88,0.1756
2024-07-21,R0021,sunny,27.1,0,289,59,230,7.98,2306.83,29.66,465.08,77.78,0.2016
2024-07-21,R0019,sunny,19.3,0,351,33,318,13.71,4813.45,59.92,1039.29,80.33,0.2159
2024-07-21,R0030,sunny,22.0,0,205,52,153,10.8,2213.01,35.68,742.83,62.03,0.3357
2024-07-21,R0026,rainy,20.4,1,495,110,385,13.71,6786.41,134.16,1747.53,50.59,0.2575
2024-07-21,R0060,rainy,23.7,0,324,117,207,9.07,2939.83,43.28,663.55,67.93,0.2257
2024-07-21,R0047,sunny,23.8,1,347,150,197,15.65,5431.36,82.41,1367.0,65.9,0.2517
2024-07-21,R0051,sunny,20.9,0,194,27,167,9.19,1783.59,18.12,334.83,98.43,0.1877
2024-07-21,R0002,sunny,19.4,0,308,59,249,12.88,3968.14,38.43,513.74,103.25,0.1295
2024-07-21,R0020,cloudy,23.1,0,164,22,142,12.28,2013.59,35.5,624.83,56.72,0.3103
2024-07-21,R0022,sunny,18.8,0,255,63,192,17.17,4378.1,58.79,876.13,74.46,0.2001
2024-07-21,R0035,cloudy,32.3,0,146,26,120,17.39,2538.33,29.74,589.09,85.36,0.2321
2024-07-21,R0028,sunny,17.2,0,342,83,259,9.92,3394.18,37.9,454.85,89.55,0.134
2024-07-21,R0004,sunny,32.9,0,413,99,314,14.08,5813.82,81.1,1219.56,71.69,0.2098
2024-07-21,R0042,sunny,10.6,1,491,144,347,17.51,8597.44,111.49,1490.32,77.11,0.1733
2024-07-21,R0049,rainy,21.1,0,242,49,193,13.76,3329.1,39.1,640.48,85.14,0.1924
2024-07-21,R0032,sunny,23.8,0,397,58,339,12.97,5148.34,87.66,1090.2,58.73,0.2118
2024-07-21,R0041,rainy,25.2,0,231,54,177,15.76,3641.22,48.4,618.95,75.24,0.17
2024-07-21,R0024,sunny,28.5,0,208,56,152,10.78,2243.24,32.56,472.96,68.89,0.2108
2024-07-21,R0055,sunny,21.3,0,133,25,108,13.53,1799.11,29.73,589.27,60.51,0.3275
2024-07-21,R0033,sunny,26.8,1,314,76,238,13.14,4125.46,46.77,758.44,88.2,0.1838
2024-07-21,R0014,cloudy,28.0,1,326,82,244,15.07,4913.14,57.58,991.9,85.33,0.2019
2024-07-21,R0025,rainy,20.2,0,190,52,138,9.65,1832.62,17.91,291.7,102.3,0.1592
2024-07-21,R0040,sunny,11.9,0,406,74,332,14.13,5736.17,67.22,1266.73,85.33,0.2208
2024-07-21,R0048,cloudy,29.0,0,121,24,97,13.67,1653.85,19.32,286.6,85.6,0.1733
2024-07-21,R0053,sunny,22.2,0,257,126,131,13.41,3447.04,43.22,658.8,79.75,0.1911
2024-07-21,R0037,cloudy,33.6,0,327,70,257,13.14,4295.57,51.96,988.29,82.66,0.2301
2024-07-21,R0027,sunny,12.8,0,293,71,222,11.83,3467.22,37.95,574.79,91.37,0.1658
2024-07-21,R0016,cloudy,12.0,0,125,24,101,13.27,1658.79,14.87,213.01,111.56,0.1284
2024-07-21,R0003,cloudy,28.9,0,353,70,283,12.88,4545.45,53.22,710.6,85.41,0.1563
2024-07-21,R0010,sunny,28.7,0,362,90,272,9.46,3426.19,53.76,790.33,63.73,0.2307
2024-07-21,R0023,sunny,25.3,0,403,86,317,17.06,6876.17,54.96,900.9,125.11,0.131
2024-07-21,R0039,sunny,21.2,0,404,101,303,7.93,3204.28,47.7,742.98,67.18,0.2319
2024-07-21,R0052,sunny,31.5,0,189,15,174,17.07,3226.07,40.29,670.32,80.07,0.2078
2024-07-21,R0050,sunny,18.6,0,243,148,95,14.95,3633.71,28.46,434.18,127.69,0.1195
2024-07-21,R0045,sunny,17.2,0,188,45,143,16.17,3039.94,52.34,642.81,58.08,0.2115
2024-07-21,R0018,sunny,30.2,0,161,48,113,10.5,1690.69,21.01,273.25,80.48,0.1616
2024-07-21,R0013,rainy,26.9,1,276,35,241,13.38,3692.37,44.97,553.65,82.1,0.1499
2024-07-21,R0006,sunny,21.3,0,377,125,252,19.58,7382.82,96.6,1399.19,76.42,0.1895
2024-07-21,R0029,sunny,21.9,0,424,21,403,14.41,6109.88,85.25,1530.87,71.67,0.2506
2024-07-21,R0017,sunny,21.0,0,275,43,232,12.48,3431.38,39.48,570.12,86.92,0.1661
2024-07-21,R0056,sunny,17.2,1,328,70,258,13.69,4490.36,62.35,802.32,72.02,0.1787
2024-07-21,R0046,cloudy,31.0,0,456,168,288,8.98,4093.25,45.92,669.53,89.13,0.1636
2024-07-21,R0012,cloudy,21.8,0,258,82,176,16.01,4130.12,50.41,870.96,81.93,0.2109
2024-07-21,R0009,sunny,31.7,0,309,62,247,12.32,3807.15,43.17,742.49,88.18,0.195
2024-07-21,R0005,cloudy,20.9,0,238,42,196,11.88,2827.76,29.26,492.51,96.63,0.1742
2024-07-21,R0054,rainy,32.0,0,422,100,322,8.52,3595.46,39.14,583.47,91.87,0.1623
2024-07-21,R0038,sunny,24.3,0,111,16,95,11.84,1313.96,21.24,284.49,61.85,0.2165
2024-07-22,R0060,sunny,24.1,0,265,81,184,8.95,2371.2,41.94,643.12,56.53,0.2712
2024-07-22,R0014,rainy,13.6,0,196,46,150,12.97,2541.29,37.71,649.62,67.39,0.2556
2024-07-22,R0026,sunny,28.9,1,384,78,306,13.35,5128.2,120.58,1570.73,42.53,0.3063
2024-07-22,R0013,rainy,18.9,0,192,44,148,12.86,2469.16,34.91,429.82,70.72,0.1741
2024-07-22,R0036,sunny,27.1,0,353,122,231,9.24,3261.21,39.0,517.28,83.62,0.1586
2024-07-22,R0048,sunny,22.9,0,115,27,88,12.48,1435.01,13.68,202.94,104.89,0.1414
2024-07-22,R0056,sunny,13.0,0,261,67,194,13.55,3535.75,38.33,493.18,92.25,0.1395
2024-07-22,R0053,rainy,28.6,0,207,62,145,13.86,2869.64,34.35,523.48,83.55,0.1824
2024-07-22,R0037,sunny,16.5,0,175,27,148,14.76,2583.69,30.96,588.78,83.46,0.2279
2024-07-22,R0045,sunny,27.9,0,139,47,92,21.87,3040.61,47.67,585.41,63.79,0.1925
2024-07-22,R0027,cloudy,26.4,0,184,39,145,11.27,2073.96,19.33,292.78,107.3,0.1412
2024-07-22,R0058,sunny,26.4,0,381,54,327,12.02,4580.65,57.54,901.39,79.61,0.1968
2024-07-22,R0016,sunny,27.9,0,126,21,105,15.25,1921.78,22.81,326.77,84.26,0.17
2024-07-22,R0008,rainy,16.4,0,260,24,236,15.63,4064.46,49.14,679.91,82.71,0.1673
2024-07-22,R0023,sunny,27.8,0,292,94,198,15.07,4399.32,41.3,676.95,106.53,0.1539
2024-07-22,R0003,cloudy,27.6,1,343,61,282,15.12,5186.34,67.73,904.34,76.57,0.1744
2024-07-22,R0050,sunny,25.7,0,254,58,196,12.07,3064.84,26.61,405.92,115.2,0.1324
2024-07-22,R0015,rainy,21.6,0,184,48,136,13.81,2541.36,32.03,443.52,79.33,0.1745
2024-07-22,R0029,sunny,27.1,0,399,159,240,13.86,5528.25,75.12,1348.98,73.59,0.244
2024-07-22,R0025,cloudy,25.8,0,136,24,112,8.95,1217.0,15.44,251.36,78.84,0.2065
2024-07-22,R0047,sunny,23.3,0,205,62,143,15.43,3163.54,42.73,708.79,74.03,0.224
2024-07-22,R0035,sunny,26.5,0,119,36,83,20.15,2397.81,27.89,552.4,85.99,0.2304
2024-07-22,R0028,sunny,21.9,0,217,39,178,8.82,1914.93,23.5,281.97,81.49,0.1472
2024-07-22,R0030,sunny,23.2,0,217,56,161,13.15,2852.79,37.41,779.02,76.25,0.2731
2024-07-22,R0059,rainy,25.9,0,232,17,215,11.48,2664.07,28.27,520.96,94.24,0.1956
2024-07-22,R0034,rainy,31.1,0,165,58,107,17.69,2919.53,25.89,428.98,112.78,0.1469
2024-07-22,R0005,cloudy,14.2,0,206,57,149,14.65,3017.57,36.45,613.54,82.78,0.2033
2024-07-22,R0004,cloudy,27.5,0,255,54,201,13.88,3538.48,47.32,711.65,74.77,0.2011
2024-07-22,R0007,rainy,25.2,1,352,104,248,15.05,5298.56,68.53,918.33,77.31,0.1733
2024-07-22,R0046,cloudy,19.0,0,333,115,218,11.71,3899.77,50.52,736.51,77.2,0.1889
2024-07-22,R0049,sunny,25.6,0,235,81,154,18.08,4249.87,54.59,894.19,77.85,0.2104
2024-07-22,R0002,cloudy,29.4,0,210,95,115,12.6,2646.14,27.49,367.51,96.25,0.1389
2024-07-22,R0038,rainy,19.9,1,108,22,86,12.15,1312.27,20.12,269.46,65.22,0.2053
2024-07-22,R0024,sunny,34.2,0,213,10,203,14.07,2996.87,51.19,743.56,58.54,0.2481
2024-07-22,R0051,sunny,20.6,0,156,38,118,6.56,1023.25,12.0,221.73,85.27,0.2167
2024-07-22,R0044,sunny,16.9,0,214,38,176,11.19,2394.87,33.64,476.87,71.19,0.1991
2024-07-22,R0017,sunny,31.9,0,212,40,172,12.54,2657.84,38.74,559.45,68.61,0.2105
2024-07-22,R0055,sunny,24.8,0,120,33,87,14.02,1682.1,26.21,519.52,64.17,0.3089
2024-07-22,R0001,cloudy,20.1,0,296,50,246,14.84,4393.99,64.38,772.58,68.25,0.1758
2024-07-22,R0022,sunny,31.9,0,158,34,124,16.34,2582.45,38.56,574.59,66.97,0.2225
2024-07-22,R0006,sunny,24.7,0,258,53,205,18.43,4754.37,70.77,1024.96,67.19,0.2156
2024-07-22,R0010,sunny,18.2,0,225,46,179,7.28,1637.42,19.85,291.74,82.51,0.1782
2024-07-22,R0011,rainy,16.5,0,345,60,285,11.9,4105.0,77.9,1396.05,52.69,0.3401
2024-07-22,R0054,sunny,15.5,0,388,30,358,6.93,2687.62,36.26,540.5,74.13,0.2011
