date,restaurant_id,city,restaurant_type,weekday,weekday_name,month,is_weekend,is_holiday,weather,temperature,promotion_active,orders,delivery_orders,dine_in_orders,avg_order_value,revenue,staff_hours,hourly_wage,labor_cost,productivity_per_hour,personnel_cost_ratio
2024-10-21,R0036,Darmstadt,fast_food,0,Monday,10,0,0,cloudy,7.7,1,298,78,220,12.47,3716.11,36.78,13.26,487.88,101.02,0.1313
2024-10-22,R0036,Darmstadt,fast_food,1,Tuesday,10,0,0,cloudy,9.9,0,302,74,228,9.85,2975.08,33.18,13.26,440.11,89.66,0.1479
2024-10-23,R0036,Darmstadt,fast_food,2,Wednesday,10,0,0,sunny,6.6,0,321,43,278,11.66,3741.59,47.34,13.26,627.9,79.03,0.1678
2024-10-24,R0036,Darmstadt,fast_food,3,Thursday,10,0,0,cloudy,14.9,0,349,96,253,11.24,3923.12,48.62,13.26,644.87,80.69,0.1644
2024-10-25,R0036,Darmstadt,fast_food,4,Friday,10,0,0,sunny,9.5,0,347,61,286,12.86,4461.97,49.98,13.26,662.89,89.28,0.1486
2024-10-26,R0036,Darmstadt,fast_food,5,Saturday,10,1,0,cloudy,13.2,0,397,61,336,9.07,3600.24,32.37,13.26,429.33,111.22,0.1193
2024-10-27,R0036,Darmstadt,fast_food,6,Sunday,10,1,0,rainy,5.3,0,348,106,242,9.97,3469.56,38.03,13.26,504.39,91.23,0.1454
2024-10-28,R0036,Darmstadt,fast_food,0,Monday,10,0,0,sunny,6.0,0,320,43,277,11.15,3567.46,38.67,13.26,512.91,92.25,0.1438
2024-10-29,R0036,Darmstadt,fast_food,1,Tuesday,10,0,0,sunny,9.1,0,257,49,208,11.11,2855.81,27.36,13.26,362.81,104.4,0.127
2024-10-30,R0036,Darmstadt,fast_food,2,Wednesday,10,0,0,sunny,6.2,0,331,110,221,11.2,3708.67,51.85,13.26,687.65,71.53,0.1854
2024-10-31,R0036,Darmstadt,fast_food,3,Thursday,10,0,0,cloudy,8.4,0,320,103,217,8.37,2678.92,30.92,13.26,410.05,86.65,0.1531
2024-11-01,R0036,Darmstadt,fast_food,4,Friday,11,0,0,sunny,10.9,0,387,75,312,12.98,5024.6,55.6,13.26,737.39,90.38,0.1468
2024-11-02,R0036,Darmstadt,fast_food,5,Saturday,11,1,0,sunny,5.7,0,494,42,452,12.52,6186.97,74.31,13.26,985.53,83.26,0.1593
2024-11-03,R0036,Darmstadt,fast_food,6,Sunday,11,1,0,rainy,19.2,0,357,49,308,10.82,3862.57,42.21,13.26,559.86,91.5,0.1449
2024-11-04,R0036,Darmstadt,fast_food,0,Monday,11,0,0,cloudy,10.5,0,282,72,210,10.98,3095.84,31.38,13.26,416.22,98.65,0.1344
2024-11-05,R0036,Darmstadt,fast_food,1,Tuesday,11,0,0,cloudy,16.8,0,267,90,177,10.56,2818.33,37.13,13.26,492.49,75.9,0.1747
2024-11-06,R0036,Darmstadt,fast_food,2,Wednesday,11,0,0,cloudy,15.4,0,339,64,275,13.31,4512.01,48.65,13.26,645.24,92.75,0.143
2024-11-07,R0036,Darmstadt,fast_food,3,Thursday,11,0,0,sunny,13.4,0,364,83,281,10.25,3732.13,45.68,13.26,605.86,81.7,0.1623
2024-11-08,R0036,Darmstadt,fast_food,4,Friday,11,0,0,cloudy,8.8,0,348,134,214,11.78,4100.27,39.6,13.26,525.17,103.55,0.1281
2024-11-09,R0036,Darmstadt,fast_food,5,Saturday,11,1,0,sunny,11.3,0,410,66,344,9.12,3737.18,41.5,13.26,550.47,90.04,0.1473
2024-11-10,R0036,Darmstadt,fast_food,6,Sunday,11,1,0,cloudy,9.7,0,328,74,254,11.17,3664.76,50.54,13.26,670.33,72.51,0.1829
2024-11-11,R0036,Darmstadt,fast_food,0,Monday,11,0,0,rainy,9.9,0,211,36,175,12.66,2671.53,25.02,13.26,331.78,106.8,0.1242
2024-11-12,R0036,Darmstadt,fast_food,1,Tuesday,11,0,0,sunny,13.6,0,346,125,221,10.6,3669.18,45.97,13.26,609.73,79.81,0.1662
2024-11-13,R0036,Darmstadt,fast_food,2,Wednesday,11,0,0,sunny,14.3,0,342,72,270,9.15,3129.84,33.28,13.26,441.37,94.05,0.141
2024-11-14,R0036,Darmstadt,fast_food,3,Thursday,11,0,0,cloudy,12.8,1,444,88,356,10.85,4818.37,50.79,13.26,673.65,94.87,0.1398
2024-11-15,R0036,Darmstadt,fast_food,4,Friday,11,0,0,rainy,11.3,0,348,73,275,11.02,3836.3,34.93,13.26,463.22,109.84,0.1207
2024-11-16,R0036,Darmstadt,fast_food,5,Saturday,11,1,0,sunny,12.3,0,413,95,318,11.03,4555.23,52.53,13.26,696.68,86.72,0.1529
2024-11-17,R0036,Darmstadt,fast_food,6,Sunday,11,1,0,cloudy,22.6,0,415,84,331,10.44,4334.65,43.48,13.26,576.71,99.69,0.133
2024-11-18,R0036,Darmstadt,fast_food,0,Monday,11,0,0,cloudy,15.0,0,305,44,261,9.69,2955.65,33.42,13.26,443.22,88.45,0.15
2024-11-19,R0036,Darmstadt,fast_food,1,Tuesday,11,0,0,cloudy,18.4,0,306,96,210,11.98,3665.55,48.59,13.26,644.51,75.43,0.1758
2024-11-20,R0036,Darmstadt,fast_food,2,Wednesday,11,0,0,cloudy,14.3,0,326,39,287,12.32,4017.85,49.25,13.26,653.15,81.59,0.1626
2024-11-21,R0036,Darmstadt,fast_food,3,Thursday,11,0,0,cloudy,19.1,0,346,92,254,12.25,4239.04,47.13,13.26,625.06,89.95,0.1475
2024-11-22,R0036,Darmstadt,fast_food,4,Friday,11,0,0,cloudy,13.5,0,334,132,202,9.61,3209.78,38.09,13.26,505.23,84.26,0.1574
2024-11-23,R0036,Darmstadt,fast_food,5,Saturday,11,1,0,cloudy,9.6,0,405,93,312,9.3,3766.04,43.64,13.26,578.77,86.3,0.1537
2024-11-24,R0036,Darmstadt,fast_food,6,Sunday,11,1,0,cloudy,13.1,0,356,132,224,11.22,3994.42,46.24,13.26,613.29,86.38,0.1535
2024-11-25,R0036,Darmstadt,fast_food,0,Monday,11,0,0,cloudy,10.9,0,297,37,260,10.59,3146.24,32.56,13.26,431.85,96.63,0.1373
2024-11-26,R0036,Darmstadt,fast_food,1,Tuesday,11,0,0,cloudy,20.0,0,303,69,234,10.44,3162.42,33.66,13.26,446.4,93.96,0.1412
2024-11-27,R0036,Darmstadt,fast_food,2,Wednesday,11,0,0,rainy,13.6,0,303,60,243,9.14,2769.13,29.4,13.26,389.92,94.19,0.1408
2024-11-28,R0036,Darmstadt,fast_food,3,Thursday,11,0,0,rainy,17.3,0,251,79,172,10.04,2519.58,29.22,13.26,387.52,86.23,0.1538
2024-11-29,R0036,Darmstadt,fast_food,4,Friday,11,0,0,cloudy,7.9,0,454,82,372,10.8,4904.98,56.04,13.26,743.24,87.53,0.1515
2024-11-30,R0036,Darmstadt,fast_food,5,Saturday,11,1,0,sunny,15.4,0,573,122,451,9.22,5282.91,58.24,13.26,772.38,90.72,0.1462
2024-12-01,R0036,Darmstadt,fast_food,6,Sunday,12,1,0,rainy,-2.2,0,349,27,322,10.12,3531.51,34.62,13.26,459.18,102.01,0.13
2024-12-02,R0036,Darmstadt,fast_food,0,Monday,12,0,0,snowy,1.4,0,244,61,183,9.9,2416.47,27.41,13.26,363.54,88.16,0.1504
2024-12-03,R0036,Darmstadt,fast_food,1,Tuesday,12,0,0,rainy,-0.5,0,320,97,223,11.95,3823.77,43.5,13.26,576.99,87.9,0.1509
2024-12-04,R0036,Darmstadt,fast_food,2,Wednesday,12,0,0,cloudy,-2.7,0,295,35,260,10.06,2969.05,28.6,13.26,379.32,103.82,0.1278
2024-12-05,R0036,Darmstadt,fast_food,3,Thursday,12,0,0,cloudy,-0.3,0,335,81,254,10.43,3493.7,37.95,13.26,503.39,92.05,0.1441
2024-12-06,R0036,Darmstadt,fast_food,4,Friday,12,0,0,snowy,0.8,0,307,98,209,10.56,3241.29,33.62,13.26,445.88,96.42,0.1376
2024-12-07,R0036,Darmstadt,fast_food,5,Saturday,12,1,0,rainy,7.3,0,441,84,357,9.61,4239.85,42.22,13.26,559.91,100.43,0.1321
2024-12-08,R0036,Darmstadt,fast_food,6,Sunday,12,1,0,sunny,-0.2,0,429,143,286,10.78,4625.64,44.22,13.26,586.44,104.62,0.1268
2024-12-09,R0036,Darmstadt,fast_food,0,Monday,12,0,0,cloudy,10.8,1,382,73,309,11.39,4349.41,51.88,13.26,688.04,83.84,0.1582
2024-12-10,R0036,Darmstadt,fast_food,1,Tuesday,12,0,0,cloudy,2.1,0,333,50,283,9.47,3153.48,28.75,13.26,381.38,109.67,0.1209
2024-12-11,R0036,Darmstadt,fast_food,2,Wednesday,12,0,0,snowy,2.7,0,289,65,224,12.91,3729.95,41.54,13.26,551.01,89.78,0.1477
2024-12-12,R0036,Darmstadt,fast_food,3,Thursday,12,0,0,sunny,3.5,0,365,97,268,13.08,4772.62,48.87,13.26,648.12,97.67,0.1358
2024-12-13,R0036,Darmstadt,fast_food,4,Friday,12,0,0,rainy,7.4,0,428,108,320,11.95,5113.19,65.26,13.26,865.53,78.35,0.1693
2024-12-14,R0036,Darmstadt,fast_food,5,Saturday,12,1,0,snowy,9.2,0,439,84,355,10.18,4470.27,50.78,13.26,673.46,88.04,0.1507
2024-12-15,R0036,Darmstadt,fast_food,6,Sunday,12,1,0,cloudy,3.2,0,479,115,364,12.4,5940.48,52.66,13.26,698.45,112.81,0.1176
2024-12-16,R0036,Darmstadt,fast_food,0,Monday,12,0,0,rainy,6.0,0,325,53,272,9.36,3041.0,31.95,13.26,423.71,95.19,0.1393
2024-12-17,R0036,Darmstadt,fast_food,1,Tuesday,12,0,0,rainy,4.9,0,320,110,210,8.73,2794.83,27.29,13.26,361.99,102.4,0.1295
2024-12-18,R0036,Darmstadt,fast_food,2,Wednesday,12,0,0,cloudy,-0.9,0,379,97,282,11.69,4429.81,45.3,13.26,600.84,97.79,0.1356
2024-12-19,R0036,Darmstadt,fast_food,3,Thursday,12,0,0,snowy,3.0,1,352,66,286,11.41,4016.39,41.09,13.26,544.99,97.75,0.1357
2024-12-20,R0036,Darmstadt,fast_food,4,Friday,12,0,0,cloudy,3.1,0,418,20,398,12.46,5208.76,58.29,13.26,773.09,89.36,0.1484
2024-12-21,R0036,Darmstadt,fast_food,5,Saturday,12,1,0,cloudy,-11.0,0,454,171,283,9.42,4275.44,56.77,13.26,752.93,75.31,0.1761
2024-12-22,R0036,Darmstadt,fast_food,6,Sunday,12,1,0,rainy,-1.6,0,400,54,346,10.23,4091.06,51.7,13.26,685.77,79.12,0.1676
2024-12-23,R0036,Darmstadt,fast_food,0,Monday,12,0,0,rainy,2.6,0,240,33,207,9.91,2378.04,20.16,13.26,267.36,117.97,0.1124
2024-12-24,R0036,Darmstadt,fast_food,1,Tuesday,12,0,0,sunny,-0.3,1,394,105,289,9.33,3674.91,44.31,13.26,587.65,82.94,0.1599
2024-12-25,R0036,Darmstadt,fast_food,2,Wednesday,12,0,1,cloudy,7.2,0,239,50,189,9.68,2314.38,23.76,13.26,315.14,97.4,0.1362
2024-12-26,R0036,Darmstadt,fast_food,3,Thursday,12,0,1,snowy,10.8,0,248,15,233,11.2,2777.25,29.23,13.26,387.74,95.0,0.1396
2024-12-27,R0036,Darmstadt,fast_food,4,Friday,12,0,0,rainy,0.3,0,448,76,372,10.18,4561.61,49.02,13.26,650.11,93.06,0.1425
2024-12-28,R0036,Darmstadt,fast_food,5,Saturday,12,1,0,cloudy,-5.2,0,393,138,255,9.15,3595.75,42.86,13.26,568.42,83.9,0.1581
2024-12-29,R0036,Darmstadt,fast_food,6,Sunday,12,1,0,sunny,13.3,0,372,31,341,10.98,4086.23,42.81,13.26,567.81,95.45,0.139
2024-12-30,R0036,Darmstadt,fast_food,0,Monday,12,0,0,cloudy,5.2,0,278,54,224,10.8,3002.38,32.02,13.26,424.7,93.76,0.1415
2024-12-31,R0036,Darmstadt,fast_food,1,Tuesday,12,0,0,cloudy,8.3,0,302,66,236,12.87,3886.88,42.74,13.26,566.86,90.94,0.1458
2024-01-01,R0037,Mannheim,casual_dining,0,Monday,1,0,1,rainy,2.0,0,131,25,106,15.76,2065.07,20.89,19.02,397.31,98.85,0.1924
2024-01-02,R0037,Mannheim,casual_dining,1,Tuesday,1,0,0,sunny,-3.4,1,289,41,248,14.04,4056.66,48.34,19.02,919.36,83.92,0.2266
2024-01-03,R0037,Mannheim,casual_dining,2,Wednesday,1,0,0,cloudy,7.1,0,167,42,125,13.53,2259.53,22.5,19.02,427.97,100.41,0.1894
2024-01-04,R0037,Mannheim,casual_dining,3,Thursday,1,0,0,rainy,1.8,0,177,45,132,16.99,3007.94,31.91,19.02,606.8,94.28,0.2017
2024-01-05,R0037,Mannheim,casual_dining,4,Friday,1,0,0,cloudy,4.7,0,239,57,182,14.17,3386.53,36.81,19.02,700.11,92.0,0.2067
2024-01-06,R0037,Mannheim,casual_dining,5,Saturday,1,1,0,rainy,-0.4,0,280,24,256,12.73,3563.11,38.0,19.02,722.62,93.78,0.2028
2024-01-07,R0037,Mannheim,casual_dining,6,Sunday,1,1,0,sunny,9.6,0,273,56,217,14.59,3984.4,52.26,19.02,993.92,76.24,0.2495
2024-01-08,R0037,Mannheim,casual_dining,0,Monday,1,0,0,cloudy,2.9,0,220,34,186,11.38,2504.31,29.15,19.02,554.41,85.91,0.2214
2024-01-09,R0037,Mannheim,casual_dining,1,Tuesday,1,0,0,sunny,1.2,0,176,37,139,15.09,2655.43,35.88,19.02,682.33,74.02,0.257
2024-01-10,R0037,Mannheim,casual_dining,2,Wednesday,1,0,0,sunny,9.3,0,162,49,113,11.58,1875.59,22.11,19.02,420.53,84.82,0.2242
2024-01-11,R0037,Mannheim,casual_dining,3,Thursday,1,0,0,rainy,10.3,0,216,42,174,13.32,2878.02,30.15,19.02,573.5,95.44,0.1993
2024-01-12,R0037,Mannheim,casual_dining,4,Friday,1,0,0,cloudy,9.0,0,223,35,188,15.35,3422.89,38.61,19.02,734.22,88.66,0.2145
2024-01-13,R0037,Mannheim,casual_dining,5,Saturday,1,1,0,cloudy,0.3,0,280,38,242,13.61,3811.36,45.69,19.02,868.92,83.42,0.228
2024-01-14,R0037,Mannheim,casual_dining,6,Sunday,1,1,0,cloudy,2.7,0,243,59,184,14.01,3404.7,47.53,19.02,903.95,71.63,0.2655
2024-01-15,R0037,Mannheim,casual_dining,0,Monday,1,0,0,rainy,2.7,0,153,55,98,16.38,2506.26,27.28,19.02,518.82,91.87,0.207
2024-01-16,R0037,Mannheim,casual_dining,1,Tuesday,1,0,0,cloudy,0.1,1,205,49,156,13.18,2701.97,32.01,19.02,608.75,84.42,0.2253
2024-01-17,R0037,Mannheim,casual_dining,2,Wednesday,1,0,0,snowy,6.9,0,131,34,97,16.77,2196.53,25.08,19.02,477.0,87.58,0.2172
2024-01-18,R0037,Mannheim,casual_dining,3,Thursday,1,0,0,sunny,3.5,0,235,83,152,14.22,3342.62,41.51,19.02,789.42,80.53,0.2362
2024-01-19,R0037,Mannheim,casual_dining,4,Friday,1,0,0,rainy,9.7,0,240,44,196,11.95,2868.44,41.75,19.02,794.11,68.7,0.2768
2024-01-20,R0037,Mannheim,casual_dining,5,Saturday,1,1,0,cloudy,5.7,0,238,44,194,13.75,3272.28,37.0,19.02,703.61,88.45,0.215
2024-01-21,R0037,Mannheim,casual_dining,6,Sunday,1,1,0,cloudy,4.4,0,269,82,187,11.95,3214.94,41.14,19.02,782.41,78.15,0.2434
2024-01-22,R0037,Mannheim,casual_dining,0,Monday,1,0,0,rainy,5.8,1,224,97,127,14.63,3276.74,36.86,19.02,700.97,88.9,0.2139
2024-01-23,R0037,Mannheim,casual_dining,1,Tuesday,1,0,0,sunny,12.2,0,228,81,147,13.94,3179.43,35.33,19.02,671.95,89.99,0.2113
2024-01-24,R0037,Mannheim,casual_dining,2,Wednesday,1,0,0,snowy,10.3,0,152,23,129,13.06,1985.42,27.17,19.02,516.67,73.08,0.2602
2024-01-25,R0037,Mannheim,casual_dining,3,Thursday,1,0,0,snowy,4.2,0,157,42,115,14.81,2324.54,22.67,19.02,431.18,102.53,0.1855
2024-01-26,R0037,Mannheim,casual_dining,4,Friday,1,0,0,rainy,1.0,0,237,77,160,14.7,3484.27,45.22,19.02,860.03,77.05,0.2468
2024-01-27,R0037,Mannheim,casual_dining,5,Saturday,1,1,0,sunny,2.5,0,311,33,278,15.84,4925.69,49.78,19.02,946.79,98.95,0.1922
2024-01-28,R0037,Mannheim,casual_dining,6,Sunday,1,1,0,rainy,1.9,1,239,60,179,15.03,3592.17,38.12,19.02,725.01,94.23,0.2018
2024-01-29,R0037,Mannheim,casual_dining,0,Monday,1,0,0,rainy,-0.3,0,223,40,183,12.97,2891.23,35.99,19.02,684.56,80.33,0.2368
2024-01-30,R0037,Mannheim,casual_dining,1,Tuesday,1,0,0,cloudy,5.2,0,163,24,139,14.47,2359.22,26.14,19.02,497.24,90.24,0.2108
2024-01-31,R0037,Mannheim,casual_dining,2,Wednesday,1,0,0,rainy,-0.0,0,171,53,118,13.87,2371.32,34.57,19.02,657.48,68.59,0.2773
2024-02-01,R0037,Mannheim,casual_dining,3,Thursday,2,0,0,rainy,8.6,1,249,69,180,14.68,3654.63,46.27,19.02,879.96,78.99,0.2408
2024-02-02,R0037,Mannheim,casual_dining,4,Friday,2,0,0,rainy,8.8,0,263,73,190,13.37,3516.49,40.5,19.02,770.28,86.82,0.219
2024-02-03,R0037,Mannheim,casual_dining,5,Saturday,2,1,0,snowy,-2.5,0,214,58,156,15.58,3333.18,43.72,19.02,831.47,76.24,0.2495
2024-02-04,R0037,Mannheim,casual_dining,6,Sunday,2,1,0,rainy,-1.0,0,259,55,204,16.27,4213.62,61.44,19.02,1168.55,68.58,0.2773
2024-02-05,R0037,Mannheim,casual_dining,0,Monday,2,0,0,rainy,5.3,0,193,46,147,12.42,2396.87,28.3,19.02,538.14,84.71,0.2245
2024-02-06,R0037,Mannheim,casual_dining,1,Tuesday,2,0,0,cloudy,2.7,0,202,45,157,12.86,2598.03,30.42,19.02,578.53,85.41,0.2227
2024-02-07,R0037,Mannheim,casual_dining,2,Wednesday,2,0,0,cloudy,4.0,0,182,38,144,12.57,2288.11,26.67,19.02,507.16,85.8,0.2217
2024-02-08,R0037,Mannheim,casual_dining,3,Thursday,2,0,0,rainy,-0.8,0,204,49,155,14.76,3011.72,38.72,19.02,736.34,77.79,0.2445
2024-02-09,R0037,Mannheim,casual_dining,4,Friday,2,0,0,rainy,-1.4,0,253,69,184,16.28,4117.86,45.03,19.02,856.43,91.45,0.208
2024-02-10,R0037,Mannheim,casual_dining,5,Saturday,2,1,0,cloudy,16.0,0,286,77,209,16.66,4764.38,46.67,19.02,887.53,102.09,0.1863
2024-02-11,R0037,Mannheim,casual_dining,6,Sunday,2,1,0,rainy,0.5,0,247,38,209,13.94,3444.19,44.13,19.02,839.32,78.04,0.2437
2024-02-12,R0037,Mannheim,casual_dining,0,Monday,2,0,0,cloudy,3.4,0,198,57,141,12.58,2491.1,33.02,19.02,628.07,75.43,0.2521
2024-02-13,R0037,Mannheim,casual_dining,1,Tuesday,2,0,0,cloudy,14.5,0,231,53,178,15.73,3633.84,39.64,19.02,753.9,91.67,0.2075
2024-02-14,R0037,Mannheim,casual_dining,2,Wednesday,2,0,0,rainy,2.5,0,222,13,209,13.25,2942.2,35.77,19.02,680.38,82.24,0.2312
2024-02-15,R0037,Mannheim,casual_dining,3,Thursday,2,0,0,sunny,8.1,0,228,66,162,14.88,3393.01,42.53,19.02,808.9,79.78,0.2384
2024-02-16,R0037,Mannheim,casual_dining,4,Friday,2,0,0,sunny,8.4,0,286,22,264,12.92,3693.93,40.56,19.02,771.32,91.08,0.2088
2024-02-17,R0037,Mannheim,casual_dining,5,Saturday,2,1,0,snowy,0.3,0,221,52,169,14.09,3114.14,35.75,19.02,679.95,87.11,0.2183
2024-02-18,R0037,Mannheim,casual_dining,6,Sunday,2,1,0,snowy,1.1,1,240,38,202,13.73,3294.96,40.87,19.02,777.24,80.63,0.2359
2024-02-19,R0037,Mannheim,casual_dining,0,Monday,2,0,0,snowy,2.0,0,143,13,130,14.02,2005.18,23.35,19.02,444.11,85.87,0.2215
2024-02-20,R0037,Mannheim,casual_dining,1,Tuesday,2,0,0,sunny,13.4,0,229,29,200,12.87,2948.35,37.73,19.02,717.49,78.15,0.2434
2024-02-21,R0037,Mannheim,casual_dining,2,Wednesday,2,0,0,cloudy,2.4,0,211,21,190,16.04,3384.48,37.38,19.02,710.99,90.53,0.2101
2024-02-22,R0037,Mannheim,casual_dining,3,Thursday,2,0,0,sunny,5.1,0,268,76,192,13.25,3550.58,36.91,19.02,701.93,96.2,0.1977
2024-02-23,R0037,Mannheim,casual_dining,4,Friday,2,0,0,cloudy,14.3,0,250,108,142,14.36,3589.44,38.4,19.02,730.23,93.49,0.2034
2024-02-24,R0037,Mannheim,casual_dining,5,Saturday,2,1,0,cloudy,1.2,0,315,42,273,14.99,4721.77,61.07,19.02,1161.53,77.31,0.246
2024-02-25,R0037,Mannheim,casual_dining,6,Sunday,2,1,0,rainy,7.8,0,243,52,191,13.98,3397.26,40.88,19.02,777.54,83.1,0.2289
2024-02-26,R0037,Mannheim,casual_dining,0,Monday,2,0,0,sunny,-0.4,0,189,38,151,15.23,2877.89,33.72,19.02,641.36,85.34,0.2229
2024-02-27,R0037,Mannheim,casual_dining,1,Tuesday,2,0,0,sunny,12.8,0,248,51,197,12.92,3203.29,42.75,19.02,812.98,74.94,0.2538
2024-02-28,R0037,Mannheim,casual_dining,2,Wednesday,2,0,0,sunny,0.4,0,223,26,197,16.16,3604.1,36.22,19.02,688.89,99.5,0.1911
2024-02-29,R0037,Mannheim,casual_dining,3,Thursday,2,0,0,rainy,3.8,0,229,44,185,13.71,3139.87,40.51,19.02,770.43,77.51,0.2454
2024-03-01,R0037,Mannheim,casual_dining,4,Friday,3,0,0,rainy,19.1,0,257,25,232,13.53,3477.84,36.01,19.02,684.94,96.57,0.1969
2024-03-02,R0037,Mannheim,casual_dining,5,Saturday,3,1,0,rainy,12.4,0,386,53,333,14.12,5449.19,61.84,19.02,1176.15,88.12,0.2158
2024-03-03,R0037,Mannheim,casual_dining,6,Sunday,3,1,0,sunny,12.6,1,282,48,234,16.63,4690.02,51.75,19.02,984.25,90.63,0.2099
2024-03-04,R0037,Mannheim,casual_dining,0,Monday,3,0,0,sunny,15.3,0,175,23,152,16.46,2880.41,36.79,19.02,699.62,78.3,0.2429
2024-03-05,R0037,Mannheim,casual_dining,1,Tuesday,3,0,0,cloudy,15.3,1,282,93,189,14.39,4056.93,43.25,19.02,822.54,93.8,0.2027
2024-03-06,R0037,Mannheim,casual_dining,2,Wednesday,3,0,0,rainy,21.9,0,203,37,166,14.91,3025.98,33.06,19.02,628.68,91.54,0.2078
2024-03-07,R0037,Mannheim,casual_dining,3,Thursday,3,0,0,sunny,10.9,0,291,73,218,15.09,4390.62,61.73,19.02,1174.09,71.12,0.2674
2024-03-08,R0037,Mannheim,casual_dining,4,Friday,3,0,0,rainy,15.5,0,312,70,242,14.26,4450.36,50.45,19.02,959.51,88.21,0.2156
2024-03-09,R0037,Mannheim,casual_dining,5,Saturday,3,1,0,rainy,5.3,0,259,47,212,13.96,3616.76,41.02,19.02,780.12,88.17,0.2157
2024-03-10,R0037,Mannheim,casual_dining,6,Sunday,3,1,0,rainy,16.6,0,255,68,187,13.18,3361.46,39.42,19.02,749.74,85.27,0.223
2024-03-11,R0037,Mannheim,casual_dining,0,Monday,3,0,0,cloudy,11.3,0,228,42,186,14.32,3265.02,46.26,19.02,879.83,70.58,0.2695
2024-03-12,R0037,Mannheim,casual_dining,1,Tuesday,3,0,0,cloudy,17.2,0,228,49,179,12.74,2904.29,37.83,19.02,719.56,76.76,0.2478
2024-03-13,R0037,Mannheim,casual_dining,2,Wednesday,3,0,0,cloudy,4.0,0,224,36,188,15.88,3556.51,38.18,19.02,726.04,93.16,0.2041
2024-03-14,R0037,Mannheim,casual_dining,3,Thursday,3,0,0,sunny,16.7,1,258,45,213,13.86,3576.89,42.01,19.02,798.9,85.15,0.2234
2024-03-15,R0037,Mannheim,casual_dining,4,Friday,3,0,0,sunny,5.1,0,291,41,250,14.1,4103.65,44.78,19.02,851.57,91.65,0.2075
2024-03-16,R0037,Mannheim,casual_dining,5,Saturday,3,1,0,rainy,11.6,0,297,40,257,14.58,4330.4,58.37,19.02,1110.17,74.19,0.2564
2024-03-17,R0037,Mannheim,casual_dining,6,Sunday,3,1,0,cloudy,8.9,0,221,67,154,12.08,2669.7,34.99,19.02,665.54,76.29,0.2493
2024-03-18,R0037,Mannheim,casual_dining,0,Monday,3,0,0,sunny,8.6,1,229,45,184,14.02,3211.27,42.39,19.02,806.14,75.76,0.251
2024-03-19,R0037,Mannheim,casual_dining,1,Tuesday,3,0,0,sunny,1.2,0,172,33,139,13.61,2340.71,28.56,19.02,543.15,81.96,0.232
2024-03-20,R0037,Mannheim,casual_dining,2,Wednesday,3,0,0,sunny,16.7,0,234,48,186,15.71,3677.3,47.61,19.02,905.53,77.23,0.2462
2024-03-21,R0037,Mannheim,casual_dining,3,Thursday,3,0,0,sunny,9.8,0,249,61,188,13.42,3342.78,42.87,19.02,815.26,77.98,0.2439
2024-03-22,R0037,Mannheim,casual_dining,4,Friday,3,0,0,sunny,18.2,0,316,76,240,12.88,4069.79,45.33,19.02,862.17,89.78,0.2118
2024-03-23,R0037,Mannheim,casual_dining,5,Saturday,3,1,0,cloudy,12.3,0,223,40,183,12.99,2896.86,25.07,19.02,476.76,115.56,0.1646
2024-03-24,R0037,Mannheim,casual_dining,6,Sunday,3,1,0,sunny,19.5,1,367,101,266,15.27,5604.51,74.21,19.02,1411.35,75.52,0.2518
2024-03-25,R0037,Mannheim,casual_dining,0,Monday,3,0,0,cloudy,14.5,0,175,9,166,11.6,2029.92,26.48,19.02,503.65,76.65,0.2481
2024-03-26,R0037,Mannheim,casual_dining,1,Tuesday,3,0,0,sunny,10.4,0,266,62,204,15.2,4044.02,50.58,19.02,961.95,79.95,0.2379
2024-03-27,R0037,Mannheim,casual_dining,2,Wednesday,3,0,0,sunny,24.2,0,245,66,179,14.24,3489.26,34.19,19.02,650.23,102.06,0.1864
2024-03-28,R0037,Mannheim,casual_dining,3,Thursday,3,0,0,cloudy,7.7,0,255,97,158,15.27,3894.12,43.75,19.02,832.13,89.0,0.2137
2024-03-29,R0037,Mannheim,casual_dining,4,Friday,3,0,1,cloudy,15.0,0,207,42,165,13.33,2759.99,37.45,19.02,712.18,73.71,0.258
2024-03-30,R0037,Mannheim,casual_dining,5,Saturday,3,1,0,sunny,24.0,0,266,63,203,13.4,3563.87,37.72,19.02,717.31,94.49,0.2013
2024-03-31,R0037,Mannheim,casual_dining,6,Sunday,3,1,0,cloudy,10.8,0,250,53,197,15.87,3966.52,43.45,19.02,826.43,91.28,0.2084
2024-04-01,R0037,Mannheim,casual_dining,0,Monday,4,0,1,rainy,5.1,0,158,46,112,15.26,2411.23,30.61,19.02,582.11,78.78,0.2414
2024-04-02,R0037,Mannheim,casual_dining,1,Tuesday,4,0,0,sunny,17.8,0,218,71,147,13.29,2897.48,34.12,19.02,648.96,84.92,0.224
2024-04-03,R0037,Mannheim,casual_dining,2,Wednesday,4,0,0,cloudy,7.3,0,238,42,196,14.94,3555.21,33.15,19.02,630.56,107.23,0.1774
2024-04-04,R0037,Mannheim,casual_dining,3,Thursday,4,0,0,cloudy,6.6,0,244,53,191,15.41,3760.9,47.01,19.02,894.1,80.0,0.2377
2024-04-05,R0037,Mannheim,casual_dining,4,Friday,4,0,0,rainy,17.5,0,277,66,211,14.92,4131.61,47.5,19.02,903.46,86.97,0.2187
